path,label
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\Deepfakes\c40\videos\206_221.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\183.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\FaceSwap\c40\videos\283_313.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\164.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\FaceSwap\c40\videos\817_827.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\198.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\406.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\386.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\FaceSwap\c40\videos\949_868.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\138.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\Deepfakes\c40\videos\177_211.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\NeuralTextures\c40\videos\573_757.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\326.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\380.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\328.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\802.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\NeuralTextures\c40\videos\726_713.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\FaceSwap\c40\videos\327_329.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\360.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\945.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\Face2Face\c40\videos\274_412.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\013.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\528.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\FaceSwap\c40\videos\344_020.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\FaceSwap\c40\videos\361_448.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\manipulated_sequences\Deepfakes\c40\videos\415_484.mp4,1
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\861.mp4,0
E:\DeepfakeDatasets\FFPP_OFFICIAL_C40\original_sequences\youtube\c40\videos\447.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\mgnjkbjnfj.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\omxgzfgigg.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\nlrjefgrov.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\fwzjvfcdji.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\ymghgdxsgx.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\tkxxzzmqzy.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\bllzezsiip.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\nqptouihyw.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\juyrpurftp.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\gsotgdkwdi.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\mdnpyzjrky.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\bkindczhfw.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\lqngnhxqay.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\gcimeyglpp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\nmyermsnhi.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\nluleubpho.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\pdurppbdiw.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\rzxffukyfc.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\cdeesuuuqz.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\oiocwfauot.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\dwrafdaquz.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\tsiqgfbvxt.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ykxhelvsnf.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\zqmisucieo.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\agrzhzapku.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\uvenksrapv.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\rafbnikdhw.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\iobunwzuda.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\dbixwxtuxs.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ufyrmbxahb.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\witzdrryqk.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\kccmgradon.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\dbpwyvzccc.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\imbmlaeedc.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\rlilafvfjm.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\pkcjawttko.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\guhqwecykl.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\mzjhuztfed.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\iytdsjcwxy.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\blrlqshxsk.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\fsdrhxyoek.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\fxeuoygimr.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\enmxdwpxmd.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\aaivbtdyjn.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\cfiojavprq.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\vfextwbkrc.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\hvjkwcpqxi.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\qyarbnrrvk.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\gbrbvzzrbe.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\ckemvkadqt.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\brduxzmmca.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\nhohwyteco.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ovozllyabv.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\tovybdvykw.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\oyezqyqogd.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\bynwaqcgnj.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\qgivlublru.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\qffghppbsz.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\lnpakizjpy.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\lxyckdarwa.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ofwvgwosbj.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\icxvnigqza.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\lnnonnhrci.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\fwdygshwtg.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\trtxfafvta.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\iceyxwxjof.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\gatgerfsjl.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ylkfhlvttf.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\sxstufcwgk.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\vmisvhtgjh.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\efyvmzqltw.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\ihnbqgfynp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\yhjayveuuj.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\jpehvirzib.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ocehtmvojg.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\cbnyssjaho.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\lkwtqysqwr.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ipujpicjxw.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\ydqvbgbwup.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\qnntfbdyqq.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\mpghbyemea.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\nltihqekcg.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\alxzfebwcx.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\fsjldslmvv.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\wrqdnqgart.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\ehgqdpyewx.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\nptmqvfuhz.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\hechzxqtfo.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\aaiqsitvnd.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\hivrbyfree.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\hlfnawfryx.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\dwrleiwqtb.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\bgbuqmmaqe.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\ttcjqldbzq.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\gpqdprdnmp.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\lnjbjftbgs.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\wuuynkzrgo.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\isdacfltyy.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\dhdarygjio.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\sxzyfbfssf.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\owysamavpo.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\rihuurjkgi.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\wyramrxebi.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\wqbzbxjndx.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\clsqjqfqax.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\fveuakkpcy.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\ucpxblzsvo.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\ilvwzfluvs.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\cmsfecvsiz.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\jdigyueanp.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\rzpejrpzwb.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\hmzdwqrkjc.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ouumxqezhv.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\ftxkyhpuyp.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\ritdokqatm.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\hntnemhdnv.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ljeqmqyttf.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\idnrnqaocs.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\fpmsgjyqwd.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\vooyswwqmd.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\susbqdbdij.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\nvhosphkdk.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\awtvzkchmb.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\dlutdhjhil.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\euvtqhdptn.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\snmzmoioov.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\ozijvyvxaw.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\raxupverqg.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\ctrmymuzvr.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\xgcotkynac.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\kzwmxhplnd.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\ascxludrhp.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\pakgykbcwg.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\cbsbhvlvvi.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\vjwvgxgydu.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\aidocisbby.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\ctbvbustlx.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\pbvgdthvrs.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\oorsvotrya.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\wuwoujnrfn.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\ixebkxuxts.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\qjtbhtgrar.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\omphglkwem.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\evnwptizdh.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\ovgdweyuio.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ytpiyuxhsl.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\oiaoivirfx.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\kcpnbervto.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\qszmiurntz.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\seoomartef.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\whkeadfpnc.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\uriohazzqe.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\yxwvcicjav.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\sjkigpouuh.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\xssjsyismu.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\faqdzzhdfy.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\frnxbpoasg.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\haohmaekck.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\xpexotnioo.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\bjjoujprzo.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\hcagwjvlwr.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\pbtbftzpia.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\xktipmfwcx.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ebxnhqeaab.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\raliovmzbt.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ejaydbdptx.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\dpyiqmkeot.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ggrxjcllnh.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\kmiddvzggp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\pzvsfsttsa.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\biuqixndfy.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\tdahgbtenl.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\bkcqlavtab.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\nseapxuzsx.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\tgnynnlgym.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\dnhhjzvbkh.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\zcpdiajsfj.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\easdkteqig.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\cujtepcume.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\hytkciqjko.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\woxymvgecq.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\otakcxftoa.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\deeihusbku.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\pwfipeanwn.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\titljuwzlf.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\qdeddghxvf.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\turhmezheg.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\pinreruizk.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\qpxpdimykl.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\ukhlulglgy.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\pxquvkikhd.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\pjopbltdpp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\osqyiendxp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\tgqjetehoc.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\oxmggxooin.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\zjmhvazsku.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\zrexvrjqwp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\osgxvfnusa.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\rhmyhzfzdf.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\gjasrapdle.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\mmcexkzxww.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\ftpadowrdf.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\xeygjgpaaa.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\uumfectifw.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\xviqackyjy.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\vtlbiwkann.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\wzdnvgackt.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\knmpnjpwpe.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\bgfjmcfzev.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\rxlnbvevtr.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\slxtreuuzd.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\mitjzudefb.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\jfuqtakysf.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\pxuuntphvg.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\ucputfupah.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\mhojzdqmib.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\mzixlzxqbk.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\vibhrvveql.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\xnrwmpxhrk.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\sykzzwoxgi.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\phrfelrfcp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\hvqbywtguq.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\tbcynlkyog.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\dthsbwohjb.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\bjzdxvsuvu.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\uyrphokgcd.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\iqokmoltrr.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\ptfpegxozl.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\mlwivuinpr.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\rslxpafeir.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\cvuiocbcbz.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\dnnagoloqb.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\nclmdfcbbn.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\jitmtcwlsi.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\uerglzmire.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\nbutkkctrb.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\sggoinedya.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\leniyppbsk.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\pckjcqwfen.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\awsceniain.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\rnzzerbosq.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\viyukuoprd.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\frxgujmriv.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\xehhtcrdes.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\bflnrgqguc.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\vltjrrgbcg.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\prohubvwro.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\iobvxlnbwn.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_3\ufwilcbdjv.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\oxmypwhycs.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\tjysngujmq.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_9\xpapwfkgdc.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\lmdllckith.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\mqnkkgnpqr.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_36\yetubnogcp.mp4,1
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_18\fynkcazgiz.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_45\lpymgpaiup.mp4,0
E:\DeepfakeDatasets\DFDC_raw\dfdc_train_part_27\wvbpxcxqjd.mp4,0
